,Unnamed: 0.1,Unnamed: 0,continent,country,capital,image_globe,image_flag,details,level
116,116,137,North America,United States,"Washington, D.C.",United_States.png,United_States_flag.png,"The United States of America (USA), also known as the United States (U.S.) or America, is a country primarily located in North America. It is a federal republic of 50 states and a federal capital district, Washington, D.C. The 48 contiguous states border Canada to the north and Mexico to the south, with the semi-exclave of Alaska in the northwest and the archipelago of Hawaii in the Pacific Ocean. The United States asserts sovereignty over five major island territories and various uninhabited islands in Oceania and the Caribbean. It is a megadiverse country, with the world's third-largest land area and third-largest population, exceeding 340 million. Its three largest metropolitan areas are New York, Los Angeles, and Chicago, and its three most populous states are California, Texas, and Florida.",Easy
117,117,138,South America,Argentina,Buenos Aires,Argentina.png,Argentina_flag.png,"Argentina, officially the Argentine Republic, is a country in the southern half of South America. It covers an area of 2,780,085 km2 (1,073,397 sq mi), making it the second-largest country in South America after Brazil, the fourth-largest country in the Americas, and the eighth-largest country in the world. Argentina shares the bulk of the Southern Cone with Chile to the west, and is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south. Argentina is a federal state subdivided into twenty-three provinces, and one autonomous city, which is the federal capital and largest city of the nation, Buenos Aires. The provinces and the capital have their own constitutions, but exist under a federal system. Argentina claims sovereignty over the Falkland Islands, South Georgia and the South Sandwich Islands, the Southern Patagonian Ice Field, and a part of Antarctica.",Medium
118,118,139,South America,Bolivia,Sucre,Bolivia.png,Bolivia_flag.png,in South America (gray),Hard
119,119,140,South America,Brazil,Brasília,Brazil.png,Brazil_flag.png,"Brazil, officially the Federative Republic of Brazil, is the largest country in South America. It is the world's fifth-largest country by area and the seventh-largest by population, with over 212 million people. The country is a federation composed of 26 states and a Federal District, which hosts the capital, Brasília. Its most populous city is São Paulo, followed by Rio de Janeiro. Brazil has the most Portuguese speakers in the world and is the only country in the Americas where Portuguese is an official language.",Easy
120,120,141,South America,Chile,Santiago,Chile.png,Chile_flag.png,"Chile, officially the Republic of Chile, is a country in western South America. It is the southernmost country in the world and the closest to Antarctica, stretching along a narrow strip of land between the Andes Mountains and the Pacific Ocean. Chile had a population of 17.5 million as of the latest census in 2017 and has a territorial area of 756,102 square kilometers (291,933 sq mi), sharing borders with Peru to the north, Bolivia to the northeast, Argentina to the east, and the Drake Passage to the south. The country also controls several Pacific islands, including Juan Fernández, Isla Salas y Gómez, Desventuradas, and Easter Island, and claims about 1,250,000 square kilometers (480,000 sq mi) of Antarctica as the Chilean Antarctic Territory. The capital and largest city of Chile is Santiago, and the national language is Spanish.",Easy
121,121,142,South America,Colombia,Bogotá,Colombia.png,Colombia_flag.png,"Colombia, officially the Republic of Colombia, is a country primarily located in South America with insular regions in North America. The Colombian mainland is bordered by the Caribbean Sea to the north, Venezuela to the east and northeast, Brazil to the southeast, Peru and Ecuador to the south and southwest, the Pacific Ocean to the west, and Panama to the northwest. Colombia is divided into 32 departments. The Capital District of Bogotá is also the country's largest city hosting the main financial and cultural hub. Other major urban areas include Medellín, Cali, Barranquilla, Cartagena, Santa Marta, Cúcuta, Ibagué, Villavicencio and Bucaramanga. It covers an area of 1,141,748 square kilometers (440,831 sq mi) and has a population of around 52 million. Its rich cultural heritage—including language, religion, cuisine, and art—reflects its history as a colony, fusing cultural elements brought by immigration from Europe and the Middle East, with those brought by the African diaspora, as well as with those of the various Indigenous civilizations that predate colonization. Spanish is the official language, although Creole, English and 64 other languages are recognized regionally.",Medium
122,122,143,South America,Ecuador,Quito,Ecuador.png,Ecuador_flag.png,"Ecuador, officially the Republic of Ecuador, is a country in northwestern South America, bordered by Colombia on the north, Peru on the east and south, and the Pacific Ocean on the west. It also includes the Galápagos Province which contains the Galapagos Islands in the Pacific, about 1,000 kilometers (621 mi) west of the mainland. The country's capital is Quito and its largest city is Guayaquil.",Hard
123,123,144,South America,Guyana,Georgetown,Guyana.png,Guyana_flag.png,"Guyana, officially the Co-operative Republic of Guyana, is a country on the northern coast of South America, part of the historic British West Indies. Georgetown is the capital of Guyana and is also the country's largest city. Guyana is bordered by the Atlantic Ocean to the north, Brazil to the south and southwest, Venezuela to the west, and Suriname to the east. With a land area of 214,969 km2 (83,000 sq mi), Guyana is the third-smallest sovereign state by area in mainland South America after Uruguay and Suriname, and is the second-least populous sovereign state in South America after Suriname; it is also one of the least densely populated countries on Earth. The official language of the country is English, although a large part of the population is bilingual in English and the indigenous languages. It has a wide variety of natural habitats and very high biodiversity. The country also hosts a part of the Amazon rainforest, the largest and most biodiverse tropical rainforest in the world.",Hard
124,124,145,South America,Paraguay,Asunción,Paraguay.png,Paraguay_flag.png,in South America (gray),Easy
125,125,146,South America,Peru,Lima,Peru.png,Peru_flag.png,"Peru, officially the Republic of Peru, is a country in western South America. It is bordered in the north by Ecuador and Colombia, in the east by Brazil, in the southeast by Bolivia, in the south by Chile, and in the south and west by the Pacific Ocean. Peru is a megadiverse country, with habitats ranging from the arid plains of the Pacific coastal region in the west, to the peaks of the Andes mountains extending from the north to the southeast of the country, to the tropical Amazon basin rainforest in the east with the Amazon River. Peru has a population of over 32 million, and its capital and largest city is Lima. At 1,285,216 km2 (496,225 sq mi), Peru is the 19th largest country in the world, and the third largest in South America.",Medium
126,126,147,South America,Suriname,Paramaribo,Suriname.png,Suriname_flag.png,"Suriname,  officially the Republic of Suriname, is a country in northern South America, also considered as part of the Caribbean and the West Indies. It is a developing country with a high level of human development; its economy is heavily dependent on its abundant natural resources, namely bauxite, gold, petroleum, and agricultural products. Suriname is a member of the Caribbean Community (CARICOM), the United Nations, the Organisation of Islamic Cooperation and the Organization of American States.",Hard
127,127,148,South America,Uruguay,Montevideo,Uruguay.png,Uruguay_flag.png,in South America,Medium
128,128,149,South America,Venezuela,Caracas,Venezuela.png,Venezuela_flag.png,"Venezuela, officially the Bolivarian Republic of Venezuela, is a country on the northern coast of South America, consisting of a continental landmass and many islands and islets in the Caribbean Sea. It comprises an area of 916,445 km2 (353,841 sq mi), and its population was estimated at 29 million in 2022. The capital and largest urban agglomeration is the city of Caracas. The continental territory is bordered on the north by the Caribbean Sea and the Atlantic Ocean, on the west by Colombia, Brazil on the south, Trinidad and Tobago to the north-east and on the east by Guyana. Venezuela is a presidential republic consisting of 23 states, the Capital District and federal dependencies covering Venezuela's offshore islands. Venezuela is among the most urbanized countries in Latin America; the vast majority of Venezuelans live in the cities of the north and in the capital.",Medium
129,129,150,Australia,Australia,Canberra,Australia.png,Australia_flag.png,"Australia, officially the Commonwealth of Australia, is a country comprising the mainland of the Australian continent, the island of Tasmania and numerous smaller islands. It has a total area of 7,688,287 km2 (2,968,464 sq mi), making it the sixth-largest country in the world and the largest in Oceania. Australia is the world's flattest and driest inhabited continent. It is a megadiverse country, and its size gives it a wide variety of landscapes and climates including deserts in the interior and tropical rainforests along the coast.",Easy
130,130,151,Australia,Fiji,Suva,Fiji.png,Fiji_flag.png,"Fiji, officially the Republic of Fiji, is an island country in Melanesia, part of Oceania in the South Pacific Ocean. It lies about 1,100 nautical miles (2,000 km; 1,300 mi) north-northeast of New Zealand. Fiji consists of an archipelago of more than 330 islands—of which about 110 are permanently inhabited—and more than 500 islets, amounting to a total land area of about 18,300 square kilometres (7,100 sq mi). The most outlying island group is Ono-i-Lau. About 87% of the total population live on the two major islands, Viti Levu and Vanua Levu. About three-quarters of Fijians live on Viti Levu's coasts, either in the capital city of Suva, or in smaller urban centres such as Nadi (where tourism is the major local industry) or Lautoka (where the sugar-cane industry is dominant). The interior of Viti Levu is sparsely inhabited because of its terrain.",Easy
131,131,152,Australia,Kiribati,Tarawa,,Kiribati_flag.png,"Kiribati, officially the Republic of Kiribati, is an island country in the Micronesia subregion of Oceania in the central Pacific Ocean. Its permanent population is over 119,000 as of the 2020 census, and more than half live on Tarawa. The state comprises 32 atolls and one remote raised coral island, Banaba. Its total land area is 811 km2 (313 sq mi) dispersed over 3,441,810 km2 (1,328,890 sq mi) of ocean.",
132,132,153,Australia,Marshall Islands,Majuro,,Marshall_Islands_flag.png,"The Marshall Islands, officially the Republic of the Marshall Islands, is an island country west of the International Date Line and north of the equator in the Micronesia region of the Northwestern Pacific Ocean.",
133,133,154,Australia,Micronesia,Palikir,,,"Micronesia (UK: /ˌmaɪkrəˈniːziə/, US: /-ˈniːʒə/ ⓘ) is a subregion of Oceania, consisting of approximately 2,000 small islands in the Northwestern Pacific Ocean. It has a close shared cultural history with three other island regions: Maritime Southeast Asia to the west, Polynesia to the east, and Melanesia to the south—as well as with the wider community of Austronesian peoples.",
134,134,155,Australia,Nauru,Yaren,,Nauru_flag.png,"Nauru, officially the Republic of Nauru, formerly known as Pleasant Island, is an island country and microstate in the South Pacific Ocean. It lies within the Micronesia subregion of Oceania, with its nearest neighbour being Banaba (part of Kiribati) about 300 kilometres (190 mi) to the east.",
135,135,156,Australia,New Zealand,Wellington,New_Zealand.png,New_Zealand_flag.png,"New Zealand (Māori: Aotearoa) is an island country in the southwestern Pacific Ocean. It consists of two main landmasses—the North Island (Te Ika-a-Māui) and the South Island (Te Waipounamu)—and over 600 smaller islands. It is the sixth-largest island country by area and lies east of Australia across the Tasman Sea and south of the islands of New Caledonia, Fiji, and Tonga. The country's varied topography and sharp mountain peaks, including the Southern Alps (Kā Tiritiri o te Moana), owe much to tectonic uplift and volcanic eruptions. New Zealand's capital city is Wellington, and its most populous city is Auckland.",Easy
136,136,157,Australia,Palau,Ngerulmud,,Palau_flag.png,"Palau, officially the Republic of Palau, is an island country in the Micronesia subregion of Oceania in the western Pacific Ocean. The Republic of Palau consists of approximately 340 islands and is the western part of the Caroline Islands, while the eastern and central parts make up the Federated States of Micronesia.",
137,137,158,Australia,Papua New Guinea,Port Moresby,Papua_New_Guinea.png,Papua_New_Guinea_flag.png,"Papua New Guinea, officially the Independent State of Papua New Guinea, is an island country in Oceania that comprises the eastern half of the island of New Guinea and offshore islands in Melanesia, a region of the southwestern Pacific Ocean north of Australia. It has a land border with Indonesia to the west and neighbours Australia to the south and the Solomon Islands to the east. Its capital, on its southern coast, is Port Moresby. The country is the world's third largest island country, with an area of 462,840 km2 (178,700 sq mi).",Hard
138,138,159,Australia,Samoa,Apia,,Samoa_flag.png,"Samoa, officially the Independent State of Samoa and known until 1997 as Western Samoa, is an island country in Polynesia, part of Oceania, in the South Pacific Ocean. It consists of two main islands (Savai'i and Upolu), two smaller, inhabited islands (Manono and Apolima), and several smaller, uninhabited islands, including the Aleipata Islands (Nuʻutele, Nuʻulua, Fanuatapu and Namua). Samoa is located 64 km (40 mi; 35 nmi) west of American Samoa, 889 km (552 mi; 480 nmi) northeast of Tonga, 1,152 km (716 mi; 622 nmi) northeast of Fiji, 483 km (300 mi; 261 nmi) east of Wallis and Futuna, 1,151 km (715 mi; 621 nmi) southeast of Tuvalu, 519 km (322 mi; 280 nmi) south of Tokelau, 4,190 km (2,600 mi; 2,260 nmi) southwest of Hawaii, and 610 km (380 mi; 330 nmi) northwest of Niue. The capital and largest city is Apia. The Lapita people discovered and settled the Samoan Islands around 3,500 years ago. They developed a Samoan language and Samoan cultural identity.",
139,139,160,Australia,Solomon Islands,Honiara,,Solomon_Islands_flag.png,"Solomon Islands, also known simply as the Solomons, is an island country consisting of six major islands and over 1000 smaller islands in Melanesia, part of Oceania, to the northeast of Australia. It is directly adjacent to Bougainville, a part of Papua New Guinea to the west, Australia to the southwest, New Caledonia and Vanuatu to the southeast, Fiji, Wallis and Futuna, and Tuvalu to the east, and Nauru and the Federated States of Micronesia to the north. It has a total area of 28,896 square kilometres (11,157 sq mi), and a population of 734,887 according to the official estimates for mid-2023. Its capital and largest city, Honiara, is located on the largest island, Guadalcanal. The country takes its name from the wider area of the Solomon Islands archipelago, which is a collection of Melanesian islands that also includes the Autonomous Region of Bougainville (currently a part of Papua New Guinea), but excludes the Santa Cruz Islands.",
140,140,161,Australia,Tonga,Nukuʻalofa,,Tonga_flag.png,"Tonga, officially the Kingdom of Tonga, is an island country in Polynesia, part of Oceania. The country has 171 islands, of which 45 are inhabited. Its total surface area is about 750 km2 (290 sq mi), scattered over 700,000 km2 (270,000 sq mi) in the southern Pacific Ocean. As of 2021, according to Johnson's Tribune, Tonga has a population of 104,494, 70% of whom reside on the main island, Tongatapu. The country stretches approximately 800 km (500 mi; 430 nmi) north-south. It is surrounded by Fiji and Wallis and Futuna (France) to the northwest, Samoa to the northeast, New Caledonia (France) and Vanuatu to the west, Niue (the nearest foreign territory) to the east and Kermadec (New Zealand) to the southwest. Tonga is about 1,800 km (1,100 mi; 970 nmi) from New Zealand's North Island.",
141,141,162,Australia,Tuvalu,Funafuti,,Tuvalu_flag.png,"Tuvalu (/tuːˈvɑːluː/ ⓘ too-VAH-loo) is an island country in the Polynesian subregion of Oceania in the Pacific Ocean, about midway between Hawaii and Australia. It lies east-northeast of the Santa Cruz Islands (which belong to the Solomon Islands), northeast of Vanuatu, southeast of Nauru, south of Kiribati, west of Tokelau, northwest of Samoa and Wallis and Futuna, and north of Fiji.",
142,142,163,Australia,Vanuatu,Port Vila,,Vanuatu_flag.png,"Vanuatu (English: /ˌvɑːnuˈɑːtuː/ ⓘ VAH-noo-AH-too or /vænˈwɑːtuː/ van-WAH-too; Bislama and French pronunciation ), officially the Republic of Vanuatu (French: République de Vanuatu; Bislama: Ripablik blong Vanuatu), is an island country in Melanesia located in the South Pacific Ocean. The archipelago, which is of volcanic origin, is 1,750 km (1,090 mi) east of northern Australia 540 km (340 mi) northeast of New Caledonia, east of New Guinea, southeast of Solomon Islands, and west of Fiji.",
143,143,164,Africa,Algeria,Algiers,Algeria.png,Algeria_flag.png,"Algeria, officially the People's Democratic Republic of Algeria, is a country in the Maghreb region of North Africa. It is bordered to the northeast by Tunisia; to the east by Libya; to the southeast by Niger; to the southwest by Mali, Mauritania, and Western Sahara; to the west by Morocco; and to the north by the Mediterranean Sea. The capital and largest city is Algiers, located in the far north on the Mediterranean coast.",Hard
144,144,165,Africa,Angola,Luanda,Angola.png,Angola_flag.png,"Angola, officially the Republic of Angola, is a country on the west-central coast of Southern Africa. It is the second-largest Portuguese-speaking (Lusophone) country in both total area and population and is the seventh-largest country in Africa. It is bordered by Namibia to the south, the Democratic Republic of the Congo to the north, Zambia to the east, and the Atlantic Ocean to the west. Angola has an exclave province, the province of Cabinda, that borders the Republic of the Congo and the Democratic Republic of the Congo. The capital and most populous city is Luanda.",Hard
145,145,166,Africa,Benin,Porto-Novo,Benin.png,Benin_flag.png,"Benin, officially the Republic of Benin, is a country in West Africa. It was formerly known as Dahomey. It is bordered by Togo to the west, Nigeria to the east, Burkina Faso to the north-west, and Niger to the north-east. The majority of its population lives on the southern coastline of the Bight of Benin, part of the Gulf of Guinea in the northernmost tropical portion of the Atlantic Ocean. The capital is Porto-Novo, and the seat of government is in Cotonou, the most populous city and economic capital. Benin covers an area of 112,622 km2 (43,484 sq mi), and its population in 2021 was estimated to be approximately 13 million. It is a tropical country with an economy heavily dependent on agriculture and is an exporter of palm oil and cotton.",Hard
146,146,167,Africa,Botswana,Gaborone,Botswana.png,Botswana_flag.png,,Hard
147,147,168,Africa,Burkina Faso,Ouagadougou,Burkina_Faso.png,Burkina_Faso_flag.png,"Burkina Faso is a landlocked country in West Africa, bordered by Mali to the northwest, Niger to the northeast, Benin to the southeast, Togo and Ghana to the south, and Ivory Coast to the southwest. It covers an area of 274,223 km2 (105,878 sq mi). In 2024, the country had an estimated population of approximately 23,286,000. Previously called the Republic of Upper Volta (1958–1984), it was renamed Burkina Faso by then-president Thomas Sankara. Its citizens are known as Burkinabes, and its capital and largest city is Ouagadougou.",Hard
148,148,169,Africa,Burundi,Gitega,Burundi.png,Burundi_flag.png,"Burundi, officially the Republic of Burundi, is a landlocked country in East Africa. It is located in the Great Rift Valley at the junction between the African Great Lakes region and Southeast Africa, with a population of over 14 million people. It is bordered by Rwanda to the north, Tanzania to the east and southeast, and the Democratic Republic of the Congo to the west; Lake Tanganyika lies along its southwestern border. The political capital city is Gitega and the economic capital city is Bujumbura.",Hard
149,149,170,Africa,Cabo Verde,Praia,,Cabo_Verde_flag.png,"Cape Verde or Cabo Verde, officially the Republic of Cabo Verde, is an island country and archipelagic state of West Africa in the central Atlantic Ocean, consisting of ten volcanic islands with a combined land area of about 4,033 square kilometres (1,557 sq mi). These islands lie between 600 and 850 kilometres (320 and 460 nautical miles) west of Cap-Vert, the westernmost point of continental Africa. The Cape Verde islands form part of the Macaronesia ecoregion, along with the Azores, the Canary Islands, Madeira and the Savage Isles.",
150,150,171,Africa,Cameroon,Yaoundé,Cameroon.png,Cameroon_flag.png,"Cameroon, officially the Republic of Cameroon, is a country in Central Africa. It shares boundaries with Nigeria to the west and north, Chad to the northeast, the Central African Republic to the east, and Equatorial Guinea, Gabon, and the Republic of the Congo to the south. Its coastline lies on the Bight of Biafra, part of the Gulf of Guinea, and the Atlantic Ocean. Due to its strategic position at the crossroads between West Africa and Central Africa, it has been categorized as being in both camps. Cameroon's population of nearly 31 million people speak 250 native languages, in addition to the national tongues of English and French, or both. Early inhabitants of the territory included the Sao civilisation around Lake Chad and the Baka hunter-gatherers in the southeastern rainforest. Portuguese explorers reached the coast in the 15th century and named the area Rio dos Camarões (Shrimp River), which became Cameroon in English. Fulani soldiers founded the Adamawa Emirate in the north in the 19th century, and various ethnic groups of the west and northwest established powerful chiefdoms and fondoms.",Medium
151,151,172,Africa,Central African Republic,Bangui,Central_African_Republic.png,Central_African_Republic_flag.png,"The Central African Republic (CAR) is a landlocked country in Central Africa. It is bordered by Chad to the north, Sudan to the northeast, South Sudan to the east, the Democratic Republic of the Congo to the south, the Republic of the Congo to the southwest, and Cameroon to the west. Bangui is the country's capital and largest city, bordering the Democratic Republic of the Congo. The Central African Republic covers a land area of about 620,000 square kilometres (240,000 sq mi). As of 2024, it has a population of 5,357,744, consisting of about 80 ethnic groups, and is in the scene of a civil war, which has been ongoing since 2012. Having been a French colony under the name Ubangi-Shari, French is the official language, with Sango, a Ngbandi-based creole language, as the national and co-official language.",Hard
152,152,173,Africa,Chad,N'Djamena,Chad.png,Chad_flag.png,"Chad, officially the Republic of Chad, is a landlocked country at the crossroads of North and Central Africa. It is bordered by Libya to the north, Sudan to the east, the Central African Republic to the south, Cameroon to the southwest, Nigeria to the southwest (at Lake Chad), and Niger to the west. Chad has a population of 19 million, of which 1.6 million live in the capital and largest city of N'Djamena. With a total area of around 1,300,000 km2 (500,000 sq mi), Chad is the fifth-largest country in Africa and the twentieth largest nation by area.",Hard
153,153,174,Africa,Comoros,Moroni,Comoros.png,Comoros_flag.png,"The Comoros, officially the Union of the Comoros, is an archipelagic country made up of three islands in Southeastern Africa, located at the northern end of the Mozambique Channel in the Indian Ocean. Its capital and largest city is Moroni. The religion of the majority of the population, and the official state religion, is Sunni Islam. Comoros proclaimed its independence from France on 6 July 1975. The Comoros is the only country of the Arab League which is entirely in the Southern Hemisphere. It is a member state of the African Union, the Organisation internationale de la Francophonie, the Organisation of Islamic Co-operation, and the Indian Ocean Commission. The country has three official languages: Shikomori, French and Arabic.",Hard
154,154,175,Africa,Congo (Brazzaville),Brazzaville,,Congo_(Brazzaville)_flag.png,"The Republic of the Congo, also known as Congo-Brazzaville, the Congo Republic or simply the Congo (the last ambiguously also referring to the neighbouring Democratic Republic of the Congo), is a country located on the western coast of Central Africa to the west of the Congo River. It is bordered to the west by Gabon, to the northwest by Cameroon, to the northeast by the Central African Republic, to the southeast by the Democratic Republic of the Congo, to the south by the Angolan exclave of Cabinda, and to the southwest by the Atlantic Ocean.",
155,155,176,Africa,Congo (Kinshasa),Kinshasa,,Congo_(Kinshasa)_flag.png,"The Democratic Republic of the Congo (DRC), also known as the DR Congo, Congo-Kinshasa, or simply the Congo (the last ambiguously also referring to the neighbouring Republic of the Congo), is a country in Central Africa. By land area, it is the second-largest country in Africa and the 11th-largest in the world. With a population of around 120 million, the DR Congo is the most populous nominally Francophone country in the world. French is the official and most widely spoken language, though there are over 200 indigenous languages. The national capital and largest city is Kinshasa, which is also the economic center. The country is bordered by the Republic of the Congo, the Cabinda exclave of Angola, and the South Atlantic Ocean to the west; the Central African Republic and South Sudan to the north; Uganda, Rwanda, Burundi, and Tanzania (across Lake Tanganyika) to the east; and Zambia and Angola to the south. Centered on the Congo Basin, most of the country's terrain is covered by dense rainforests and crossed by many rivers, while the east and southeast are mountainous.",
156,156,177,Africa,Côte d'Ivoire,Yamoussoukro,Côte_d'Ivoire.png,Côte_d'Ivoire_flag.png,"Ivory Coast, also known as Côte d'Ivoire and officially the Republic of Côte d'Ivoire, is a country on the southern coast of West Africa. Its capital city of Yamoussoukro is located in the centre of the country, while its largest city and economic centre is the port city of Abidjan. It borders Guinea to the northwest, Liberia to the west, Mali to the northwest, Burkina Faso to the northeast, Ghana to the east, and the Atlantic Ocean's Gulf of Guinea to the south. With 31.5 million inhabitants in 2024, Ivory Coast is the third-most populous country in West Africa. Its official language is French, and indigenous languages are also widely used, including Bété, Baoulé, Dyula, Dan, Anyin, and Cebaara Senufo. In total, there are around 78 languages spoken in Ivory Coast. The country has a religiously diverse population, including numerous followers of Islam, Christianity, and traditional faiths often entailing animism.",Hard
157,157,178,Africa,Djibouti,Djibouti,Djibouti.png,Djibouti_flag.png,,Hard
158,158,179,Africa,Egypt,Cairo,Egypt.png,Egypt_flag.png,"Egypt (Arabic: مصر Miṣr  ⓘ, Egyptian Arabic pronunciation: ), officially the Arab Republic of Egypt, is a country spanning the northeast corner of Africa and southwest corner of Asia via the Sinai Peninsula. It is bordered by the Mediterranean Sea to the north, the Gaza Strip of Palestine and Israel to the northeast, the Red Sea to the east, Sudan to the south, and Libya to the west; the Gulf of Aqaba in the northeast separates Egypt from Jordan and Saudi Arabia. Cairo is the capital, largest city, and leading cultural center, while Alexandria is the second-largest city and an important hub of industry and tourism. With over 109 million inhabitants, Egypt is the third-most populous country in Africa and 15th-most populated in the world.",Medium
159,159,180,Africa,Equatorial Guinea,Malabo,Equatorial_Guinea.png,Equatorial_Guinea_flag.png,"Equatorial Guinea, officially the Republic of Equatorial Guinea, is a country on the west coast of Central Africa. It has an area of 28,000 square kilometres (11,000 sq mi). Formerly the colony of Spanish Guinea, its post-independence name refers to its location both near the Equator and in the African region of Guinea. As of 2024, the country had a population of 1,795,834, over 85% of whom are members of the Fang people, the country's dominant ethnic group. The Bubi people, indigenous to Bioko, are the second largest group at approximately 6.5% of the population.",Hard
160,160,181,Africa,Eritrea,Asmara,Eritrea.png,Eritrea_flag.png,,Hard
161,161,182,Africa,Eswatini,Mbabane,Eswatini.png,Eswatini_flag.png,,Hard
162,162,183,Africa,Ethiopia,Addis Ababa,Ethiopia.png,Ethiopia_flag.png,"Ethiopia, officially the Federal Democratic Republic of Ethiopia, is a landlocked country located in the Horn of Africa region of East Africa. It shares borders with Eritrea to the north, Djibouti to the northeast, Somalia to the east, Kenya to the south, South Sudan to the west, and Sudan to the northwest. Ethiopia covers a land area of 1,104,300 square kilometres (426,400 sq mi). As of 2024, it has around 128 million inhabitants, making it the thirteenth-most populous country in the world, the second-most populous in Africa after Nigeria, and the most populous landlocked country on Earth. The national capital and largest city, Addis Ababa, lies several kilometres west of the East African Rift that splits the country into the African and Somali tectonic plates.",Medium
163,163,184,Africa,Gabon,Libreville,Gabon.png,Gabon_flag.png,"Gabon (/ɡəˈbɒn/ gə-BON; French pronunciation: [ɡabɔ̃] ⓘ), officially the Gabonese Republic (French: République gabonaise), is a country on the Atlantic coast of Central Africa, on the equator, bordered by Equatorial Guinea to the northwest, Cameroon to the north, the Republic of the Congo to the east and south, and the Gulf of Guinea to the west. It has an area of 270,000 square kilometres (100,000 sq mi) and a population of 2.3 million people. There are coastal plains, mountains (the Cristal Mountains and the Chaillu Massif in the centre), and a savanna in the east. Libreville is the country's capital and largest city.",Hard
164,164,185,Africa,Gambia,Banjul,Gambia.png,Gambia_flag.png,"The Gambia, officially the Republic of The Gambia, is a country in West Africa. Geographically, The Gambia is the smallest country in continental Africa; it is surrounded by Senegal on all sides except for the western part, which is bordered by the Atlantic Ocean.",
165,165,186,Africa,Ghana,Accra,Ghana.png,Ghana_flag.png,"Ghana, officially the Republic of Ghana, is a country in West Africa. It lies adjacent to the Gulf of Guinea and the Atlantic Ocean to the south, sharing a border with Ivory Coast (Côte d'lvoire) in the west, Burkina Faso in the north, and Togo in the east. Ghana covers an area of 239,567 km2 (92,497 sq mi), spanning diverse ecologies, from coastal savannas to tropical rainforests. With nearly 35 million inhabitants, Ghana is the second-most populous country in West Africa. The capital and largest city is Accra; other significant cities include Tema, Kumasi, Sunyani, Ho, Cape Coast, Techiman, Tamale, and Sekondi-Takoradi.",Hard
166,166,187,Africa,Guinea,Conakry,Guinea.png,Guinea_flag.png,"Guinea, officially the Republic of Guinea, is a coastal country in West Africa. It borders the Atlantic Ocean to the west, Guinea-Bissau to the northwest, Senegal to the north, Mali to the northeast, Côte d'Ivoire to the southeast, and Sierra Leone and Liberia to the south. It is sometimes referred to as Guinea-Conakry, after its capital Conakry, to distinguish it from other territories in the eponymous region, such as Guinea-Bissau and Equatorial Guinea. Guinea has a population of 14 million and an area of 245,857 square kilometres (94,926 sq mi).",Hard
167,167,188,Africa,Guinea-Bissau,Bissau,Guinea-Bissau.png,Guinea-Bissau_flag.png,"Guinea-Bissau, officially the Republic of Guinea-Bissau, is a country in West Africa that covers 36,125 square kilometres (13,948 sq mi) with an estimated population of 2,026,778. It borders Senegal to its north and Guinea to its southeast.",Hard
168,168,189,Africa,Kenya,Nairobi,Kenya.png,Kenya_flag.png,"Kenya, officially the Republic of Kenya, is a country located in East Africa. With an estimated population of more than 52.4 million as of mid-2024, Kenya is the 27th-most-populous country in the world and the 7th most populous in Africa. Kenya's capital and largest city is Nairobi. Its second-largest and oldest city is Mombasa, a major port city located on Mombasa Island. Other major cities within the country include Kisumu, Nakuru & Eldoret. Going clockwise, Kenya is bordered by South Sudan to the northwest (though much of that border includes the disputed Ilemi Triangle), Ethiopia to the north, Somalia to the east, the Indian Ocean to the southeast, Tanzania to the southwest, and Lake Victoria and Uganda to the west.",Hard
169,169,190,Africa,Lesotho,Maseru,Lesotho.png,Lesotho_flag.png,"Lesotho, formally the Kingdom of Lesotho and formerly known as Basutoland, is a landlocked country in Southern Africa. Entirely surrounded by South Africa, it is the largest of only three sovereign enclaves in the world, the others being San Marino and Vatican City, which are surrounded by Italy.  Lesotho is situated in the Maloti Mountains and contains the highest peak in Southern Africa. It has an area of over 30,000 km2 (11,600 sq mi) and has a population of about  2.311 million. Its capital and largest city is Maseru.",Hard
170,170,191,Africa,Liberia,Monrovia,Liberia.png,Liberia_flag.png,"Liberia, officially the Republic of Liberia, is a country on the West African coast. It is bordered by Sierra Leone to its northwest, Guinea to its north, Ivory Coast to its east, and the Atlantic Ocean to its south and southwest. It has a population of around 5.5 million and covers an area of 43,000 square miles (111,369 km2). The official language is English. Over 20 indigenous languages are spoken, reflecting the country's ethnic and cultural diversity. The capital and largest city is Monrovia.",Hard
171,171,192,Africa,Libya,Tripoli,Libya.png,Libya_flag.png,"Libya, officially the State of Libya, is a country in the Maghreb region of North Africa. It borders the Mediterranean Sea to the north, Egypt to the east, Sudan to the southeast, Chad to the south, Niger to the southwest, Algeria to the west, and Tunisia to the northwest. With an area of almost 1.8 million km2 (700,000 sq mi), it is the 4th-largest country in Africa and the Arab world, and the 16th-largest in the world. Libya claims 32,000 square kilometres of southeastern Algeria, south of the Libyan town of Ghat. The largest city and capital is Tripoli, which is located in northwestern Libya and contains over a million of Libya's seven million people.",Hard
